,AFFGEOID,count_x,count_y,count_1,count_2,count
1310,1500000US060371394022,4,3,4,1,5
1311,1500000US060371081021,4,1,2,4,1
1312,1500000US060372739021,4,1,4,3,2
1313,1500000US060371942002,4,6,10,7,8
1314,1500000US060371047031,4,3,1,5,3
1315,1500000US060372119221,4,3,3,2,2
1316,1500000US060372080003,4,3,9,2,1
1317,1500000US060372678001,4,6,8,9,3
1318,1500000US060371042042,4,8,12,9,7
1319,1500000US060372140002,4,1,3,2,1
1320,1500000US060372395011,4,4,3,5,6
1321,1500000US060372347002,4,2,1,4,3
1322,1500000US060371247002,4,1,2,3,1
1323,1500000US060372781022,4,5,8,4,4
1324,1500000US060372285003,4,5,9,5,3
1325,1500000US060372199012,4,11,4,6,8
1326,1500000US060372267003,4,8,8,8,3
1327,1500000US060371941022,4,4,8,1,1
1328,1500000US060371284002,4,7,1,4,1
1329,1500000US060371113013,4,7,12,7,6
1330,1500000US060372110005,4,5,10,6,3
1331,1500000US060371321023,4,9,5,5,9
1332,1500000US060371242012,4,2,2,2,3
1333,1500000US060372971202,4,4,4,7,2
1334,1500000US060372766012,4,6,8,3,11
1335,1500000US060371320011,4,1,2,1,4
1336,1500000US060372771003,4,14,7,8,6
1337,1500000US060371325012,4,6,9,3,3
1338,1500000US060372226001,4,20,5,8,7
1339,1500000US060372655201,4,2,4,5,3
1340,1500000US060372282203,4,11,11,9,6
1341,1500000US060371252001,4,2,3,3,3
1342,1500000US060371974103,4,1,6,2,1
1343,1500000US060371810002,4,6,3,3,4
1344,1500000US060371046202,4,11,12,5,8
1345,1500000US060372643022,4,6,3,4,6
1346,1500000US060372215001,4,9,8,8,13
1347,1500000US060371112065,4,6,2,5,2
1348,1500000US060372119101,4,3,3,5,1
1349,1500000US060371201081,4,11,4,6,3
1350,1500000US060371132122,4,4,1,2,4
1351,1500000US060372284102,4,3,8,6,2
1352,1500000US060372184002,4,5,2,2,3
1353,1500000US060371945001,4,4,7,2,2
1354,1500000US060371173013,4,1,2,1,2
1355,1500000US060371349042,4,1,2,4,1
1356,1500000US060375406002,4,11,2,2,6
1357,1500000US060372198001,4,11,5,7,7
1358,1500000US060372655203,4,7,5,4,5
1359,1500000US060371060202,4,6,4,4,6
1360,1500000US060372121022,4,4,7,11,9
1361,1500000US060372264201,4,7,9,2,4
1362,1500000US060372756033,4,1,2,2,4
1363,1500000US060371883003,4,1,1,1,2
1364,1500000US060372199022,4,8,6,3,3
1365,1500000US060371998004,4,3,6,4,6
1366,1500000US060376009121,4,2,2,4,2
1367,1500000US060371341032,4,3,4,5,2
1368,1500000US060371043103,4,5,5,9,7
1369,1500000US060372163001,4,5,2,2,2
1370,1500000US060372014011,4,9,8,7,7
1371,1500000US060371096011,4,6,1,2,1
1372,1500000US060371289101,4,4,3,4,3
1373,1500000US060371918103,4,7,3,2,3
1374,1500000US060371200201,4,7,2,5,8
1375,1500000US060371414001,4,1,4,5,4
1376,1500000US060371113022,4,7,7,14,3
1377,1500000US060372628023,4,3,2,5,1
1378,1500000US060371231042,4,7,1,7,1
1379,1500000US060372161001,4,3,1,2,1
1380,1500000US060371011102,4,5,8,7,3
1381,1500000US060372737003,4,13,7,11,9
1382,1500000US060371318001,4,10,7,17,11
1383,1500000US060372123062,4,5,6,4,5
1384,1500000US060371249032,4,6,8,2,6
1385,1500000US060371011103,4,1,1,1,3
1386,1500000US060371065203,4,3,4,3,1
1387,1500000US060371371032,4,5,5,6,6
1388,1500000US060371192021,4,1,2,1,1
1389,1500000US060371955003,4,2,4,2,1
1390,1500000US060371976002,4,2,4,9,4
1391,1500000US060372752002,4,1,8,4,7
1392,1500000US060371348003,4,5,3,2,2
1393,1500000US060372123061,4,6,4,4,5
1394,1500000US060372171003,4,3,5,5,2
1395,1500000US060372225001,4,3,4,3,8
1396,1500000US060372932011,4,16,4,5,4
1397,1500000US060371152011,4,2,3,4,3
1398,1500000US060372364001,4,8,4,3,2
1399,1500000US060372115001,4,3,6,5,5
1400,1500000US060371344222,4,8,6,8,2
1401,1500000US060371041031,4,5,7,4,2
1402,1500000US060371240002,4,1,5,3,1
1403,1500000US060372943011,4,3,6,3,3
1404,1500000US060372132021,4,4,4,7,5
1405,1500000US060371276061,4,4,6,2,9
1406,1500000US060372187011,4,2,2,5,3
1407,1500000US060372293003,4,7,5,11,5
1408,1500000US060371033002,4,1,8,1,2
1409,1500000US060371390011,4,2,2,2,1
1410,1500000US060375324001,4,4,4,4,4
1411,1500000US060372035002,4,7,10,4,10
1412,1500000US060371236012,4,8,7,9,1
1413,1500000US060372163003,3,4,5,2,6
1414,1500000US060371031022,3,2,2,1,6
1415,1500000US060372048101,3,9,4,5,7
1416,1500000US060371237004,3,7,3,5,7
1417,1500000US060371317011,3,2,3,4,5
1418,1500000US060371835201,3,3,4,11,8
1419,1500000US060372162002,3,8,4,2,2
1420,1500000US060372947011,3,1,2,1,4
1421,1500000US060371041052,3,4,4,3,2
1422,1500000US060372186002,3,3,2,1,7
1423,1500000US060372697004,3,10,6,9,4
1424,1500000US060371343022,3,6,2,2,2
1425,1500000US060375328002,3,1,5,4,6
1426,1500000US060372742024,3,1,2,2,1
1427,1500000US060371220003,3,4,7,3,6
1428,1500000US060372772001,3,2,2,4,10
1429,1500000US060372384003,3,19,10,11,5
1430,1500000US060372946201,3,1,1,7,2
1431,1500000US060372080002,3,1,3,4,3
1432,1500000US060372731001,3,4,5,7,6
1433,1500000US060372145011,3,1,3,2,1
1434,1500000US060371192024,3,11,5,4,1
1435,1500000US060371278032,3,2,1,4,4
1436,1500000US060371192012,3,4,1,1,2
1437,1500000US060371276031,3,1,3,1,1
1438,1500000US060371925101,3,8,4,10,5
1439,1500000US060371925201,3,6,2,3,4
1440,1500000US060371232042,3,1,2,2,4
1441,1500000US060372970004,3,5,5,7,1
1442,1500000US060371918101,3,2,2,1,2
1443,1500000US060371134222,3,2,3,2,3
1444,1500000US060372942001,3,4,1,5,1
1445,1500000US060372969021,3,8,7,5,9
1446,1500000US060371395022,3,2,5,3,4
1447,1500000US060371093002,3,1,3,2,2
1448,1500000US060372218202,3,2,2,2,6
1449,1500000US060372969022,3,3,5,3,5
1450,1500000US060371065103,3,9,1,4,3
1451,1500000US060371034001,3,3,2,1,2
1452,1500000US060372362032,3,2,7,3,11
1453,1500000US060371348002,3,2,3,4,2
1454,1500000US060371974202,3,7,5,7,10
1455,1500000US060372398022,3,4,8,2,8
1456,1500000US060372163004,3,4,4,2,2
1457,1500000US060372214022,3,12,14,9,8
1458,1500000US060372218201,3,3,4,5,2
1459,1500000US060372037101,3,12,10,3,6
1460,1500000US060371838201,3,9,4,7,3
1461,1500000US060372774001,3,4,6,11,3
1462,1500000US060372691004,3,1,3,2,2
1463,1500000US060372041202,3,6,4,3,3
1464,1500000US060371852032,3,2,2,1,4
1465,1500000US060372117012,3,6,2,5,3
1466,1500000US060371340012,3,3,5,6,2
1467,1500000US060371278041,3,10,7,4,4
1468,1500000US060371374013,3,3,2,1,1
1469,1500000US060371891011,3,6,2,3,1
1470,1500000US060372698001,3,2,4,3,1
1471,1500000US060372933011,3,1,1,5,4
1472,1500000US060371831041,3,2,7,5,2
1473,1500000US060371434004,3,2,1,2,1
1474,1500000US060371198004,3,5,1,5,7
1475,1500000US060372117032,3,9,6,3,3
1476,1500000US060372653041,3,4,4,3,6
1477,1500000US060371814003,3,7,8,17,8
1478,1500000US060371192023,3,5,5,6,6
1479,1500000US060372972012,3,2,4,7,1
1480,1500000US060371043202,3,5,17,9,4
1481,1500000US060372214021,3,5,4,3,1
1482,1500000US060371221222,3,4,4,3,2
1483,1500000US060372701001,3,1,2,6,2
1484,1500000US060372189002,3,8,6,7,9
1485,1500000US060371241031,3,3,2,4,3
1486,1500000US060371953003,3,7,2,6,3
1487,1500000US060372703001,3,7,7,5,5
1488,1500000US060371277122,3,1,2,5,3
1489,1500000US060372098102,3,6,9,4,8
1490,1500000US060371317012,3,3,1,4,3
1491,1500000US060371255022,3,2,4,5,1
1492,1500000US060371198003,3,1,4,3,2
1493,1500000US060371370001,3,8,2,4,2
1494,1500000US060371232032,3,7,6,8,5
1495,1500000US060371112064,3,4,1,2,2
1496,1500000US060372011102,3,9,5,3,6
1497,1500000US060372213032,3,1,2,2,3
1498,1500000US060371316003,3,6,4,4,2
1499,1500000US060371111002,3,7,9,5,11
1500,1500000US060371909021,3,4,10,3,6
1501,1500000US060371344211,3,2,5,3,2
1502,1500000US060371915003,3,4,2,8,11
1503,1500000US060372212201,3,5,3,4,7
1504,1500000US060371043203,3,2,4,8,5
1505,1500000US060372190203,3,2,6,4,3
1506,1500000US060371065201,3,6,4,5,3
1507,1500000US060371219001,3,2,4,2,1
1508,1500000US060372038002,3,4,3,2,3
1509,1500000US060371330003,3,8,4,5,2
1510,1500000US060372199023,3,16,8,6,8
1511,1500000US060371172022,3,4,6,6,1
1512,1500000US060372167003,3,4,3,1,1
1513,1500000US060372741002,3,2,4,3,5
1514,1500000US060372038001,3,2,3,4,3
1515,1500000US060376509012,3,1,1,7,2
1516,1500000US060371199002,3,1,4,4,2
1517,1500000US060372200005,3,2,5,2,6
1518,1500000US060371283022,3,4,5,4,5
1519,1500000US060372038003,3,3,3,1,1
1520,1500000US060371032001,3,3,3,2,3
1521,1500000US060371211011,3,6,5,3,4
1522,1500000US060372214011,3,2,8,4,11
1523,1500000US060372127022,3,1,1,7,5
1524,1500000US060372146001,3,3,4,4,1
1525,1500000US060372398011,3,1,1,3,1
1526,1500000US060371244001,3,4,1,2,1
1527,1500000US060371220001,3,2,4,1,1
1528,1500000US060376032003,3,2,1,1,2
1529,1500000US060371193102,3,7,3,1,11
1530,1500000US060371224201,3,2,3,1,2
1531,1500000US060371833002,3,3,11,12,1
1532,1500000US060371832202,3,5,5,8,6
1533,1500000US060371412012,3,3,9,4,4
1534,1500000US060372941202,3,2,9,8,5
1535,1500000US060372184001,3,2,5,2,1
1536,1500000US060371431001,3,1,1,9,3
1537,1500000US060372933062,3,2,3,1,2
1538,1500000US060372162001,3,2,2,2,3
1539,1500000US060372933061,3,7,3,2,2
1540,1500000US060372145013,3,4,2,2,3
1541,1500000US060371281011,3,4,5,5,2
1542,1500000US060372755001,3,5,11,5,1
1543,1500000US060371412011,3,3,1,2,3
1544,1500000US060371310202,3,9,5,8,7
1545,1500000US060372041102,3,2,9,3,5
1546,1500000US060371151012,3,3,6,1,1
1547,1500000US060371031025,3,1,3,3,4
1548,1500000US060371872002,3,8,8,2,2
1549,1500000US060371132331,3,2,5,7,3
1550,1500000US060372653051,3,5,2,1,3
1551,1500000US060372216012,3,3,5,3,7
1552,1500000US060372186003,3,4,12,2,5
1553,1500000US060371395031,3,2,1,2,2
1554,1500000US060371893002,3,5,3,3,6
1555,1500000US060372976011,3,10,5,11,1
1556,1500000US060372162003,3,1,2,2,4
1557,1500000US060371393012,3,1,7,2,5
1558,1500000US060371212211,3,2,1,2,1
1559,1500000US060371174042,3,3,7,5,3
1560,1500000US060372712001,3,6,5,5,2
1561,1500000US060371066461,3,3,1,1,7
1562,1500000US060371034005,3,4,8,4,7
1563,1500000US060371313004,3,3,2,2,4
1564,1500000US060371370002,3,5,3,3,1
1565,1500000US060371066422,3,2,5,6,6
1566,1500000US060372430004,3,7,2,2,5
1567,1500000US060371211012,3,5,3,5,2
1568,1500000US060372151011,3,6,5,1,3
1569,1500000US060371872001,3,3,1,5,7
1570,1500000US060371914102,3,3,7,10,13
1571,1500000US060372652021,2,2,3,2,5
1572,1500000US060372348002,2,1,2,7,1
1573,1500000US060371374022,2,3,4,2,5
1574,1500000US060371344221,2,1,2,1,1
1575,1500000US060371397024,2,4,1,2,1
1576,1500000US060372718021,2,2,4,1,4
1577,1500000US060371210103,2,2,8,4,1
1578,1500000US060371288021,2,7,3,4,5
1579,1500000US060372167001,2,6,5,8,6
1580,1500000US060371352021,2,3,2,2,5
1581,1500000US060371317021,2,1,10,6,9
1582,1500000US060371231043,2,3,3,2,3
1583,1500000US060372766013,2,1,3,3,4
1584,1500000US060372912201,2,3,7,2,2
1585,1500000US060371289103,2,3,4,1,4
1586,1500000US060371151041,2,2,7,6,1
1587,1500000US060371943001,2,4,4,2,2
1588,1500000US060371958041,2,1,1,3,4
1589,1500000US060371133221,2,1,2,5,1
1590,1500000US060372946203,2,7,1,6,2
1591,1500000US060372622001,2,2,2,2,4
1592,1500000US060371173012,2,1,3,3,2
1593,1500000US060372086102,2,11,6,7,4
1594,1500000US060371197003,2,1,3,3,3
1595,1500000US060372911303,2,5,4,14,11
1596,1500000US060371912031,2,5,11,8,10
1597,1500000US060372651002,2,3,2,2,2
1598,1500000US060371285001,2,1,2,8,2
1599,1500000US060371413041,2,8,7,5,9
1600,1500000US060372766041,2,4,2,3,2
1601,1500000US060372753113,2,5,1,1,1
1602,1500000US060372164021,2,2,1,1,2
1603,1500000US060371064071,2,5,5,4,1
1604,1500000US060371834021,2,7,3,2,4
1605,1500000US060371219002,2,4,3,2,10
1606,1500000US060371041241,2,4,4,1,1
1607,1500000US060371918202,2,3,3,1,3
1608,1500000US060372372013,2,5,7,5,9
1609,1500000US060371862032,2,2,2,1,3
1610,1500000US060371831032,2,1,3,5,2
1611,1500000US060371031011,2,6,2,1,1
1612,1500000US060371944021,2,7,5,2,4
1613,1500000US060371837022,2,1,3,1,2
1614,1500000US060371853201,2,3,3,5,3
1615,1500000US060371837011,2,5,1,4,1
1616,1500000US060372184004,2,4,2,4,4
1617,1500000US060371833001,2,5,7,5,1
1618,1500000US060371852033,2,1,5,6,2
1619,1500000US060371254022,2,4,4,2,1
1620,1500000US060371238003,2,8,3,5,1
1621,1500000US060371095002,2,2,7,3,4
1622,1500000US060372699042,2,4,5,3,1
1623,1500000US060371952011,2,6,3,3,1
1624,1500000US060372171002,2,4,9,4,1
1625,1500000US060372145032,2,2,2,5,1
1626,1500000US060371151042,2,5,9,3,4
1627,1500000US060371411021,2,1,1,1,2
1628,1500000US060371231041,2,1,1,2,2
1629,1500000US060371254023,2,4,6,2,4
1630,1500000US060371897012,2,3,2,1,1
1631,1500000US060372011202,2,10,4,5,2
1632,1500000US060371204001,2,4,1,1,6
1633,1500000US060372676001,2,2,4,1,2
1634,1500000US060371316002,2,6,8,1,2
1635,1500000US060371279201,2,3,2,3,9
1636,1500000US060371852022,2,4,1,3,3
1637,1500000US060372312101,2,5,5,6,2
1638,1500000US060371919021,2,10,9,5,2
1639,1500000US060372126102,2,16,9,4,7
1640,1500000US060371271031,2,2,8,2,7
1641,1500000US060371232051,2,5,1,2,1
1642,1500000US060371975002,2,3,2,4,1
1643,1500000US060371033001,2,3,4,3,3
1644,1500000US060371834022,2,2,3,5,2
1645,1500000US060371246002,2,2,2,2,2
1646,1500000US060371066491,2,6,3,3,2
1647,1500000US060372755002,2,4,3,1,2
1648,1500000US060371831013,2,6,5,5,6
1649,1500000US060371393021,2,4,3,4,4
1650,1500000US060372351003,2,5,8,2,1
1651,1500000US060372975002,2,3,7,4,2
1652,1500000US060372215002,2,7,9,4,5
1653,1500000US060371286022,2,3,3,5,2
1654,1500000US060372753022,2,4,4,6,4
1655,1500000US060371171011,2,1,3,1,4
1656,1500000US060372075011,2,2,2,3,2
1657,1500000US060372134011,2,7,5,5,10
1658,1500000US060371944012,2,2,5,1,1
1659,1500000US060372932012,2,3,2,3,1
1660,1500000US060371815003,2,5,7,4,4
1661,1500000US060372671003,2,4,3,3,1
1662,1500000US060372161003,2,9,3,4,5
1663,1500000US060372110001,2,5,6,2,4
1664,1500000US060372127023,2,6,4,2,4
1665,1500000US060372287101,2,4,5,4,1
1666,1500000US060372364002,2,1,1,5,2
1667,1500000US060371190025,2,7,4,2,9
1668,1500000US060371219003,2,8,1,8,1
1669,1500000US060371233043,2,3,2,2,1
1670,1500000US060372169003,2,3,1,2,7
1671,1500000US060371893003,2,3,3,8,6
1672,1500000US060371044031,2,5,7,4,6
1673,1500000US060372317203,2,4,4,3,8
1674,1500000US060372183003,2,3,4,1,4
1675,1500000US060372715003,2,1,1,1,4
1676,1500000US060371397013,2,3,1,2,1
1677,1500000US060371241052,2,5,4,3,2
1678,1500000US060372964011,2,8,4,4,2
1679,1500000US060371943002,2,2,8,5,1
1680,1500000US060371924103,2,3,2,3,1
1681,1500000US060371286023,2,3,3,1,4
1682,1500000US060371192011,2,3,3,3,3
1683,1500000US060371247001,2,2,1,2,5
1684,1500000US060371924104,2,1,1,2,1
1685,1500000US060371278052,2,4,2,2,7
1686,1500000US060371926103,2,2,6,2,2
1687,1500000US060371065102,2,3,6,1,2
1688,1500000US060372964023,2,4,3,3,4
1689,1500000US060371216002,2,4,2,4,4
1690,1500000US060372717011,2,2,5,1,2
1691,1500000US060372171004,2,1,3,2,2
1692,1500000US060371317022,2,16,10,6,2
1693,1500000US060371891021,2,3,1,3,3
1694,1500000US060372652024,2,1,4,1,2
1695,1500000US060371251002,2,10,2,3,3
1696,1500000US060371330001,2,6,3,1,4
1697,1500000US060372347001,2,1,4,2,4
1698,1500000US060371193421,2,5,2,4,3
1699,1500000US060371222002,2,8,8,4,3
1700,1500000US060371014002,2,1,4,2,5
1701,1500000US060371999002,2,8,14,7,11
1702,1500000US060372144003,2,9,3,3,4
1703,1500000US060371814001,2,7,7,7,7
1704,1500000US060372380004,2,1,4,2,1
1705,1500000US060371173031,2,2,4,3,14
1706,1500000US060372721003,2,3,5,9,1
1707,1500000US060371151013,2,2,10,5,1
1708,1500000US060371924101,2,4,1,2,3
1709,1500000US060372962101,2,1,1,2,1
1710,1500000US060372364003,2,3,3,1,2
1711,1500000US060372964012,2,2,5,1,3
1712,1500000US060372284103,2,4,6,6,8
1713,1500000US060371438004,2,2,1,4,3
1714,1500000US060371203004,2,2,3,3,2
1715,1500000US060372151022,1,8,5,7,2
1716,1500000US060371212212,1,3,1,2,5
1717,1500000US060372011103,1,2,1,1,1
1718,1500000US060371341031,1,1,3,8,4
1719,1500000US060372722011,1,2,1,2,1
1720,1500000US060371282201,1,1,5,6,4
1721,1500000US060372211101,1,8,8,4,8
1722,1500000US060371097001,1,5,3,3,2
1723,1500000US060372970003,1,1,2,2,1
1724,1500000US060371832212,1,2,1,2,3
1725,1500000US060371014003,1,1,6,2,1
1726,1500000US060371112022,1,4,6,3,3
1727,1500000US060372371014,1,5,4,1,2
1728,1500000US060371238002,1,7,5,5,3
1729,1500000US060371833003,1,8,2,4,6
1730,1500000US060371133031,1,2,1,2,1
1731,1500000US060371048103,1,1,7,1,3
1732,1500000US060371279101,1,4,8,7,2
1733,1500000US060372736003,1,1,1,2,2
1734,1500000US060372314003,1,3,1,3,8
1735,1500000US060372039001,1,1,2,1,1
1736,1500000US060372752003,1,5,1,2,2
1737,1500000US060372015012,1,2,1,2,1
1738,1500000US060371061132,1,1,1,2,5
1739,1500000US060372169004,1,5,4,2,3
1740,1500000US060371212223,1,5,3,3,2
1741,1500000US060372190202,1,2,6,1,2
1742,1500000US060372188002,1,3,2,1,3
1743,1500000US060371892022,1,4,6,4,2
1744,1500000US060372211201,1,5,6,4,3
1745,1500000US060371043101,1,3,6,9,5
1746,1500000US060372933071,1,7,3,7,3
1747,1500000US060371915002,1,3,11,6,7
1748,1500000US060372766031,1,2,3,3,1
1749,1500000US060371904012,1,3,2,1,1
1750,1500000US060372041103,1,3,7,6,5
1751,1500000US060372717021,1,5,1,3,3
1752,1500000US060372112011,1,4,2,11,4
1753,1500000US060371061121,1,2,6,4,9
1754,1500000US060372162005,1,1,3,2,4
1755,1500000US060371380003,1,2,5,3,1
1756,1500000US060371398021,1,3,6,8,2
1757,1500000US060371211022,1,4,5,1,3
1758,1500000US060371098004,1,1,2,2,1
1759,1500000US060371837013,1,4,6,3,1
1760,1500000US060372712002,1,5,1,4,3
1761,1500000US060372691002,1,2,1,3,1
1762,1500000US060371853102,1,5,6,7,2
1763,1500000US060372015011,1,2,3,4,7
1764,1500000US060372653032,1,1,2,1,1
1765,1500000US060372122042,1,1,1,3,2
1766,1500000US060372111212,1,3,4,4,4
1767,1500000US060371218012,1,3,1,2,2
1768,1500000US060371132372,1,1,1,4,5
1769,1500000US060372219002,1,5,1,2,1
1770,1500000US060371064082,1,4,3,5,5
1771,1500000US060371041032,1,2,6,3,1
1772,1500000US060372911302,1,4,4,9,6
1773,1500000US060372693001,1,5,1,1,2
1774,1500000US060372944213,1,3,6,1,2
1775,1500000US060372351001,1,2,5,6,9
1776,1500000US060372071031,1,2,5,1,1
1777,1500000US060371064062,1,1,1,3,1
1778,1500000US060371956004,1,2,1,3,3
1779,1500000US060371173021,1,4,1,2,2
1780,1500000US060377028033,1,2,1,2,2
1781,1500000US060372145021,1,1,1,2,2
1782,1500000US060371064032,1,5,3,5,5
1783,1500000US060371913011,1,2,1,1,4
1784,1500000US060372119222,1,3,2,3,1
1785,1500000US060372721005,1,5,2,6,3
1786,1500000US060371831031,1,5,4,6,15
1787,1500000US060372128003,1,8,2,1,3
1788,1500000US060371190021,1,3,4,2,3
1789,1500000US060371173022,1,1,2,1,2
1790,1500000US060372751011,1,5,2,2,2
1791,1500000US060372113101,1,3,3,5,1
1792,1500000US060371034004,1,2,1,2,1
1793,1500000US060372411102,1,2,3,1,1
1794,1500000US060372701003,1,7,4,7,3
1795,1500000US060372723021,1,5,2,2,4
1796,1500000US060372752001,1,1,4,3,1
1797,1500000US060376028011,1,3,5,3,2
1798,1500000US060371861004,1,1,2,2,2
1799,1500000US060371892023,1,5,1,1,2
1800,1500000US060371210101,1,1,3,2,1
1801,1500000US060371329001,1,1,1,2,2
1802,1500000US060371046102,1,5,3,1,4
1803,1500000US060371021031,1,4,3,4,6
1804,1500000US060371903011,1,4,1,3,2
1805,1500000US060372612001,1,4,1,1,1
1806,1500000US060371232033,1,3,1,3,7
1807,1500000US060371066431,1,1,5,2,3
1808,1500000US060372628022,1,1,4,4,2
