,AFFGEOID,count_x,count_y,count_1,count_2,count
660,1500000US060371347101,11,16,23,11,10
661,1500000US060372187021,11,28,21,22,33
662,1500000US060372969012,11,8,7,6,6
663,1500000US060372380001,11,14,19,19,21
664,1500000US060372098201,11,13,9,13,7
665,1500000US060371990001,11,9,15,14,9
666,1500000US060372962202,11,20,12,5,7
667,1500000US060371832211,11,2,4,7,1
668,1500000US060372348003,11,7,8,11,10
669,1500000US060372373002,11,28,13,9,11
670,1500000US060372148001,11,7,7,3,1
671,1500000US060372123041,11,14,20,14,13
672,1500000US060372699052,11,6,5,3,2
673,1500000US060371331001,10,7,9,9,1
674,1500000US060372035003,10,6,10,8,12
675,1500000US060371241032,10,12,19,11,7
676,1500000US060371897021,10,10,15,15,7
677,1500000US060371151031,10,9,9,11,5
678,1500000US060372673001,10,12,6,6,6
679,1500000US060371232061,10,17,10,16,5
680,1500000US060371060101,10,11,9,5,7
681,1500000US060372182103,10,6,2,8,10
682,1500000US060372413001,10,12,18,4,11
683,1500000US060371836201,10,4,8,16,5
684,1500000US060372044202,10,10,9,4,13
685,1500000US060371954002,10,11,15,11,10
686,1500000US060371044041,10,4,12,10,6
687,1500000US060371992021,10,2,10,4,3
688,1500000US060371975001,10,15,13,7,13
689,1500000US060371204004,10,9,4,2,5
690,1500000US060372316004,10,3,8,9,4
691,1500000US060372113102,10,17,13,8,8
692,1500000US060371221202,10,6,9,7,3
693,1500000US060372430003,10,24,13,13,19
694,1500000US060372283202,10,11,12,19,6
695,1500000US060372221002,10,5,5,3,5
696,1500000US060372043003,10,9,9,19,12
697,1500000US060372734023,10,15,20,20,20
698,1500000US060372220022,10,13,21,18,3
699,1500000US060372247001,10,2,3,2,3
700,1500000US060372134023,10,19,18,18,6
701,1500000US060372015013,10,13,8,3,5
702,1500000US060371910002,10,7,4,10,8
703,1500000US060372409002,10,9,10,10,3
704,1500000US060372222001,10,17,16,6,13
705,1500000US060372242002,10,3,11,10,6
706,1500000US060372314002,10,5,2,5,6
707,1500000US060371341011,10,15,13,17,2
708,1500000US060372282201,10,10,7,9,8
709,1500000US060372734021,10,6,5,13,9
710,1500000US060372181201,10,14,12,16,12
711,1500000US060371193101,10,4,10,7,1
712,1500000US060371907002,10,11,13,14,6
713,1500000US060371974201,10,11,11,9,12
714,1500000US060372043001,10,1,4,4,5
715,1500000US060372760003,10,5,8,3,5
716,1500000US060371941011,10,13,7,9,5
717,1500000US060372317102,10,9,9,9,1
718,1500000US060372114201,10,6,9,6,9
719,1500000US060371232052,10,5,10,4,3
720,1500000US060372147001,10,8,3,3,3
721,1500000US060371275202,10,20,19,8,6
722,1500000US060372118032,10,11,11,8,12
723,1500000US060371881001,10,9,12,12,3
724,1500000US060371278031,10,14,19,10,2
725,1500000US060371834012,10,9,6,7,6
726,1500000US060371343061,10,6,12,5,7
727,1500000US060371060201,10,20,14,14,5
728,1500000US060372913002,10,14,7,11,3
729,1500000US060371394012,10,4,7,7,2
730,1500000US060371193201,10,19,7,8,3
731,1500000US060371285002,10,19,9,10,7
732,1500000US060372672003,10,2,10,9,2
733,1500000US060372393102,10,10,8,13,2
734,1500000US060372083011,10,12,14,16,17
735,1500000US060372347004,10,22,10,16,7
736,1500000US060372264102,10,16,14,5,10
737,1500000US060371343041,10,2,8,13,15
738,1500000US060372016021,10,1,1,2,3
739,1500000US060372971201,10,13,8,10,9
740,1500000US060371310201,9,21,20,15,16
741,1500000US060371070101,9,15,8,6,10
742,1500000US060371061131,9,6,12,9,4
743,1500000US060372755004,9,9,15,5,9
744,1500000US060372380005,9,6,10,22,17
745,1500000US060371862011,9,4,15,8,4
746,1500000US060371836202,9,11,4,10,6
747,1500000US060372048202,9,6,11,5,7
748,1500000US060372345021,9,7,3,7,5
749,1500000US060371436022,9,4,5,3,3
750,1500000US060371230101,9,7,5,6,3
751,1500000US060371045002,9,12,9,8,5
752,1500000US060371113014,9,6,6,3,6
753,1500000US060371914201,9,9,18,13,10
754,1500000US060372285002,9,15,18,11,5
755,1500000US060372697002,9,6,3,4,6
756,1500000US060371172012,9,16,6,9,16
757,1500000US060372134021,9,10,6,12,7
758,1500000US060372048102,9,5,4,14,8
759,1500000US060371043102,9,6,4,2,6
760,1500000US060371278062,9,5,7,6,5
761,1500000US060371411022,9,5,7,1,6
762,1500000US060371917201,9,20,11,16,8
763,1500000US060371899021,9,16,11,8,3
764,1500000US060372119103,9,8,5,9,6
765,1500000US060371171012,9,5,4,1,1
766,1500000US060372181203,9,2,6,5,4
767,1500000US060371352022,9,4,4,1,4
768,1500000US060372352022,9,19,7,9,6
769,1500000US060372412024,9,4,7,5,3
770,1500000US060371913022,9,17,17,8,11
771,1500000US060371048221,9,7,4,8,11
772,1500000US060371042013,9,7,14,7,13
773,1500000US060371174041,9,3,6,10,2
774,1500000US060372183002,9,4,4,7,2
775,1500000US060372151012,9,8,10,11,1
776,1500000US060372373001,9,16,7,5,6
777,1500000US060372071032,9,12,8,8,7
778,1500000US060372283201,9,7,17,11,6
779,1500000US060372719023,9,8,9,5,6
780,1500000US060371042031,9,10,12,11,11
781,1500000US060372731003,9,15,12,6,2
782,1500000US060371200102,9,1,4,3,4
783,1500000US060372965001,9,8,7,2,1
784,1500000US060372212102,9,15,16,19,7
785,1500000US060371411012,9,9,3,6,3
786,1500000US060372942002,9,11,15,10,4
787,1500000US060372735021,9,11,17,11,17
788,1500000US060371393022,9,6,4,9,1
789,1500000US060371944011,9,13,8,10,4
790,1500000US060375354001,9,9,9,3,1
791,1500000US060372733001,9,9,19,8,9
792,1500000US060372031003,9,8,7,5,8
793,1500000US060372190201,9,17,14,9,9
794,1500000US060372699071,9,6,5,7,4
795,1500000US060372407002,9,6,10,5,7
796,1500000US060372085023,9,11,13,10,1
797,1500000US060371224101,9,9,11,8,10
798,1500000US060372140003,9,9,13,6,3
799,1500000US060372100101,9,6,9,6,5
800,1500000US060372376002,9,12,7,7,4
801,1500000US060371091001,9,3,5,7,1
802,1500000US060372122022,9,14,8,20,18
803,1500000US060371992022,9,5,7,4,4
804,1500000US060371957101,9,6,5,5,10
805,1500000US060371310101,9,18,14,7,10
806,1500000US060372060321,9,8,13,16,7
807,1500000US060372945201,9,6,13,5,4
808,1500000US060371395032,9,1,5,3,4
809,1500000US060372089041,9,9,14,10,15
810,1500000US060372679011,9,8,2,9,5
811,1500000US060371956001,9,12,4,3,11
812,1500000US060372643013,9,4,6,8,3
813,1500000US060372088012,9,9,18,6,2
814,1500000US060372323002,9,9,13,8,7
815,1500000US060371319003,9,5,4,5,12
816,1500000US060372327003,9,9,12,2,7
817,1500000US060371917101,9,10,14,6,3
818,1500000US060371342012,9,4,9,5,4
819,1500000US060371955001,9,3,3,5,2
820,1500000US060371912041,9,9,9,11,12
821,1500000US060371958021,9,2,6,9,6
822,1500000US060372381001,9,12,22,22,21
823,1500000US060372046001,9,13,15,26,10
824,1500000US060372291002,9,16,15,4,16
825,1500000US060371816001,9,14,4,5,1
826,1500000US060371347102,9,9,7,9,10
827,1500000US060372221003,9,10,8,5,6
828,1500000US060371095003,9,5,8,6,3
829,1500000US060372016023,9,5,8,8,7
830,1500000US060371895001,9,8,10,8,6
831,1500000US060372216023,9,5,11,3,9
832,1500000US060372246001,9,10,20,9,4
833,1500000US060372016022,9,6,6,6,3
834,1500000US060372962103,9,5,6,3,7
835,1500000US060371853101,9,2,6,7,5
836,1500000US060372164012,9,6,11,10,10
837,1500000US060372420003,9,12,6,6,3
838,1500000US060372412025,9,15,17,10,11
839,1500000US060371043201,9,10,4,5,10
840,1500000US060371310102,8,12,3,9,3
841,1500000US060371374011,8,4,7,5,5
842,1500000US060372423003,8,5,6,4,8
843,1500000US060371096033,8,12,19,3,3
844,1500000US060372201002,8,10,9,7,7
845,1500000US060371371041,8,11,13,7,4
846,1500000US060371347203,8,9,7,7,15
847,1500000US060372264203,8,10,11,10,13
848,1500000US060372911101,8,6,7,4,3
849,1500000US060371991201,8,9,11,9,3
850,1500000US060371351112,8,6,3,2,2
851,1500000US060372015041,8,11,6,3,4
852,1500000US060372270102,8,16,12,10,9
853,1500000US060371012202,8,2,7,7,7
854,1500000US060371212102,8,5,5,2,4
855,1500000US060372288001,8,7,9,8,4
856,1500000US060372969013,8,12,14,5,4
857,1500000US060371274004,8,8,9,12,3
858,1500000US060371994002,8,6,14,5,6
859,1500000US060372213042,8,5,10,4,8
860,1500000US060371918203,8,21,6,8,6
861,1500000US060372352011,8,16,8,4,7
862,1500000US060372282102,8,17,15,16,5
863,1500000US060372281002,8,7,12,5,10
864,1500000US060371210202,8,6,7,8,1
865,1500000US060371070201,8,10,9,8,5
866,1500000US060372406001,8,5,7,7,9
867,1500000US060372014021,8,10,5,5,3
868,1500000US060372270201,8,7,9,12,7
869,1500000US060371977002,8,15,12,14,6
870,1500000US060371134013,8,8,9,4,5
871,1500000US060372185001,8,13,14,6,10
872,1500000US060371976001,8,4,4,9,7
873,1500000US060371321022,8,7,9,8,8
874,1500000US060372611022,8,1,6,2,1
875,1500000US060371224202,8,7,12,13,9
876,1500000US060372945102,8,6,10,10,7
877,1500000US060372340004,8,10,8,10,3
878,1500000US060372118041,8,10,4,5,10
879,1500000US060372326002,8,12,17,27,5
880,1500000US060372172002,8,7,10,11,13
881,1500000US060371944022,8,5,3,7,1
882,1500000US060371319002,8,2,7,5,7
883,1500000US060371957103,8,11,21,21,10
884,1500000US060371352011,8,21,23,15,12
885,1500000US060372966004,8,9,14,13,4
886,1500000US060371864011,8,15,10,6,10
887,1500000US060372751021,8,4,17,24,9
888,1500000US060371352012,8,7,3,2,4
889,1500000US060372172004,8,2,7,4,2
890,1500000US060371873001,8,9,4,9,10
891,1500000US060372117031,8,8,12,3,3
892,1500000US060371283021,8,11,6,7,1
893,1500000US060371911202,8,13,9,10,14
894,1500000US060372121021,8,5,11,9,5
895,1500000US060371234202,8,6,14,4,3
896,1500000US060371066462,8,1,2,3,2
897,1500000US060372407003,8,16,13,20,13
898,1500000US060372086101,8,12,18,17,10
899,1500000US060372946102,8,9,9,7,9
900,1500000US060372933021,8,7,11,9,9
901,1500000US060371041242,8,4,7,4,3
902,1500000US060372289002,8,12,13,13,8
903,1500000US060372379003,8,8,7,8,6
904,1500000US060371349031,8,8,10,10,12
905,1500000US060372217102,8,2,5,6,2
906,1500000US060372732001,8,3,6,4,2
907,1500000US060372672001,8,7,6,8,3
908,1500000US060371958042,8,9,3,3,3
909,1500000US060371311001,8,4,3,3,6
910,1500000US060372378002,8,7,4,6,5
911,1500000US060372085022,8,8,15,23,17
912,1500000US060372117041,8,12,11,11,19
913,1500000US060371909013,8,11,7,7,5
914,1500000US060372218102,8,5,10,8,5
915,1500000US060371882011,8,4,4,4,1
916,1500000US060372148002,8,6,7,4,2
917,1500000US060372043004,8,7,8,5,6
918,1500000US060371061142,8,4,7,3,7
919,1500000US060372374021,8,13,12,8,6
920,1500000US060372732002,8,1,7,12,6
921,1500000US060371042032,8,12,5,12,11
922,1500000US060372733003,8,6,3,7,6
923,1500000US060371907003,8,8,5,11,5
924,1500000US060371154012,8,8,3,2,11
925,1500000US060371243001,8,4,6,1,2
926,1500000US060371274002,8,5,4,4,2
927,1500000US060371864041,8,7,10,8,6
928,1500000US060371239022,8,5,6,9,2
929,1500000US060372089032,8,8,4,5,2
930,1500000US060371131012,8,8,5,5,4
931,1500000US060372911301,8,22,8,17,7
932,1500000US060371837012,8,5,1,7,7
933,1500000US060371197001,8,8,4,5,4
934,1500000US060372932023,8,12,10,14,7
935,1500000US060371914101,8,5,8,8,8
936,1500000US060371323001,8,8,9,4,3
937,1500000US060371272101,8,13,6,12,4
938,1500000US060371925202,8,5,17,18,9
939,1500000US060372267002,8,14,21,9,13
940,1500000US060372127021,8,4,9,4,3
941,1500000US060372963002,8,9,7,6,8
942,1500000US060371977001,7,5,2,2,6
943,1500000US060371241041,7,4,4,4,10
944,1500000US060371896001,7,6,8,7,6
945,1500000US060371095001,7,15,10,9,7
946,1500000US060372377201,7,11,12,6,8
947,1500000US060371094003,7,1,2,1,4
948,1500000US060371212221,7,14,12,3,6
949,1500000US060371891022,7,4,4,4,2
950,1500000US060371273002,7,6,16,13,15
951,1500000US060372702001,7,10,7,3,3
952,1500000US060372412023,7,10,4,4,8
953,1500000US060371112021,7,13,8,11,3
954,1500000US060379800091,7,16,13,13,12
955,1500000US060372754002,7,16,13,10,5
956,1500000US060371347201,7,9,4,2,4
957,1500000US060371901001,7,13,10,1,5
958,1500000US060372962201,7,8,10,10,4
959,1500000US060372372023,7,16,11,18,17
960,1500000US060371112023,7,7,3,5,4
961,1500000US060372200004,7,6,8,3,5
962,1500000US060371393031,7,6,7,8,11
963,1500000US060372945202,7,2,10,4,2
964,1500000US060372422002,7,8,10,4,8
965,1500000US060371273001,7,13,22,27,8
966,1500000US060372125022,7,18,6,4,3
967,1500000US060371911201,7,7,15,9,7
968,1500000US060371091002,7,9,5,6,9
969,1500000US060372084011,7,9,5,11,17
970,1500000US060371998001,7,3,3,3,4
971,1500000US060371112012,7,3,6,9,2
972,1500000US060372100102,7,10,11,5,7
973,1500000US060372941103,7,6,9,8,7
974,1500000US060371926102,7,11,9,9,4
975,1500000US060372089042,7,4,14,12,6
976,1500000US060372380006,7,10,3,9,3
977,1500000US060372111222,7,4,4,4,8
978,1500000US060371997002,7,11,20,18,12
979,1500000US060372170023,7,6,9,8,5
980,1500000US060372015031,7,5,9,17,6
981,1500000US060372164011,7,8,9,15,11
982,1500000US060372626043,7,1,3,4,3
983,1500000US060371171022,7,4,4,1,3
984,1500000US060372244102,7,7,4,4,3
985,1500000US060371288022,7,5,1,2,1
986,1500000US060371066042,7,15,14,10,7
987,1500000US060372718012,7,7,6,5,5
988,1500000US060371432002,7,2,2,3,1
989,1500000US060372129002,7,13,5,2,5
990,1500000US060371852031,7,6,2,9,7
991,1500000US060371218011,7,13,12,6,15
992,1500000US060371082012,7,5,4,4,4
993,1500000US060371066482,7,4,3,1,4
994,1500000US060372675011,7,3,2,5,1
995,1500000US060372118031,7,14,10,14,11
996,1500000US060371064051,7,7,9,10,1
997,1500000US060371197002,7,9,6,7,4
998,1500000US060372404023,7,5,2,8,8
999,1500000US060372197001,7,6,10,9,16
1000,1500000US060372701002,7,13,9,10,15
1001,1500000US060372293001,7,6,5,5,4
1002,1500000US060371132132,7,6,5,3,3
1003,1500000US060371899022,7,4,7,5,7
1004,1500000US060371288011,7,5,4,5,10
1005,1500000US060372284101,7,2,9,6,6
1006,1500000US060371348001,7,10,8,3,7
1007,1500000US060372941102,7,2,9,3,1
1008,1500000US060377011001,7,12,2,2,1
1009,1500000US060372653011,7,5,6,4,4
1010,1500000US060372221001,7,8,9,1,5
1011,1500000US060372378003,7,7,10,11,3
1012,1500000US060371909011,7,9,9,4,8
1013,1500000US060371902021,7,10,6,8,3
1014,1500000US060371042012,7,3,11,11,5
1015,1500000US060371242042,7,7,15,14,2
1016,1500000US060371245002,7,7,4,6,6
1017,1500000US060371892011,7,9,5,7,12
1018,1500000US060372933022,7,11,5,14,8
1019,1500000US060371238001,7,10,4,6,7
1020,1500000US060372140004,7,6,4,2,6
1021,1500000US060372735023,7,10,11,12,9
1022,1500000US060372343001,7,13,15,12,13
1023,1500000US060371834011,7,2,5,9,2
1024,1500000US060371342013,7,6,12,12,12
1025,1500000US060371276062,7,11,5,5,5
1026,1500000US060372674041,7,3,2,6,3
1027,1500000US060371272103,7,19,22,24,6
1028,1500000US060371274003,7,14,7,7,10
1029,1500000US060372932013,7,9,7,6,5
1030,1500000US060372713001,7,3,6,3,2
1031,1500000US060371114002,7,9,5,9,7
1032,1500000US060371234101,7,9,3,10,7
1033,1500000US060372379001,7,8,10,10,8
1034,1500000US060371048102,7,5,8,2,4
1035,1500000US060371942001,7,1,5,3,4
1036,1500000US060372032002,7,9,2,2,3
1037,1500000US060372691003,7,3,3,3,2
1038,1500000US060371327003,7,4,6,1,4
1039,1500000US060371372011,7,5,7,6,8
1040,1500000US060372343004,7,19,22,24,7
1041,1500000US060372395021,7,4,2,11,12
1042,1500000US060372183005,7,3,2,7,5
1043,1500000US060372340001,7,3,5,7,8
1044,1500000US060372345011,6,1,6,3,4
1045,1500000US060371924201,6,5,11,5,4
1046,1500000US060371904021,6,2,9,3,3
1047,1500000US060371393032,6,2,4,1,3
1048,1500000US060372188001,6,12,6,17,19
1049,1500000US060371895002,6,9,4,12,7
1050,1500000US060372392012,6,1,2,3,3
1051,1500000US060371152023,6,7,4,2,2
1052,1500000US060372933072,6,6,1,4,1
1053,1500000US060371871012,6,9,4,7,4
1054,1500000US060371341012,6,12,14,6,13
1055,1500000US060371957201,6,3,10,8,3
1056,1500000US060371991101,6,2,3,4,4
1057,1500000US060372013011,6,1,2,1,4
1058,1500000US060371134012,6,8,6,5,3
1059,1500000US060372091021,6,6,7,16,18
1060,1500000US060372225003,6,11,4,15,7
1061,1500000US060371914202,6,5,4,2,7
1062,1500000US060372049201,6,12,14,8,3
1063,1500000US060371241042,6,3,5,7,3
1064,1500000US060372395013,6,10,5,6,7
1065,1500000US060372402001,6,5,7,2,3
1066,1500000US060371851002,6,8,12,9,16
1067,1500000US060372124202,6,4,2,3,2
1068,1500000US060371247003,6,10,6,2,4
1069,1500000US060372012001,6,13,10,6,2
1070,1500000US060372739024,6,4,5,3,3
1071,1500000US060372168002,6,5,5,5,2
1072,1500000US060372048201,6,2,4,8,3
1073,1500000US060372117013,6,16,8,13,5
1074,1500000US060371241022,6,7,8,6,7
1075,1500000US060372244201,6,2,4,1,1
1076,1500000US060372656012,6,4,1,2,2
1077,1500000US060372315002,6,2,8,3,8
1078,1500000US060372702002,6,12,11,9,9
1079,1500000US060371174043,6,13,11,11,7
1080,1500000US060372047002,6,7,6,3,4
1081,1500000US060371434001,6,5,9,12,7
1082,1500000US060372403004,6,12,5,8,12
1083,1500000US060372739022,6,10,7,7,4
1084,1500000US060372243102,6,9,9,8,17
1085,1500000US060371991202,6,9,17,9,14
1086,1500000US060371190011,6,3,4,1,7
1087,1500000US060372171001,6,13,7,9,4
1088,1500000US060372372022,6,11,11,8,7
1089,1500000US060371863023,6,6,7,6,4
1090,1500000US060372283101,6,8,9,7,4
1091,1500000US060371021071,6,13,2,2,1
1092,1500000US060372761002,6,6,3,5,2
1093,1500000US060371352033,6,5,1,3,2
1094,1500000US060372674022,6,4,6,5,2
1095,1500000US060372696022,6,2,7,1,5
1096,1500000US060371064072,6,5,6,4,2
1097,1500000US060372963001,6,5,4,10,7
1098,1500000US060372036002,6,5,2,5,11
1099,1500000US060372187012,6,3,4,4,5
1100,1500000US060372243101,6,14,6,6,5
1101,1500000US060371066044,6,10,6,5,5
1102,1500000US060371287023,6,5,6,3,8
1103,1500000US060372122021,6,3,1,10,1
1104,1500000US060371277121,6,8,9,5,10
1105,1500000US060372168003,6,6,6,2,8
1106,1500000US060372321201,6,10,11,8,19
1107,1500000US060371132131,6,7,9,7,6
1108,1500000US060376003042,6,7,9,11,15
1109,1500000US060371864032,6,6,4,7,2
1110,1500000US060371031023,6,3,7,4,1
1111,1500000US060371275201,6,5,7,1,2
1112,1500000US060372943012,6,3,3,1,4
1113,1500000US060372270202,6,14,12,7,8
1114,1500000US060372349012,6,15,18,8,7
1115,1500000US060372037102,6,9,5,8,4
1116,1500000US060371413023,6,4,9,5,6
1117,1500000US060371276041,6,13,5,6,4
1118,1500000US060371239011,6,9,9,10,8
1119,1500000US060371958022,6,12,8,11,7
1120,1500000US060371395041,6,9,12,6,8
1121,1500000US060372086201,6,12,17,12,12
1122,1500000US060371375021,6,1,8,6,8
1123,1500000US060372017002,6,8,11,5,3
1124,1500000US060371288023,6,3,3,1,2
1125,1500000US060372141004,6,6,4,5,3
1126,1500000US060371431003,6,8,5,5,2
1127,1500000US060372114202,6,3,2,4,1
1128,1500000US060371152013,6,10,6,6,3
1129,1500000US060371959011,6,1,4,4,4
1130,1500000US060372774002,6,18,17,5,4
1131,1500000US060371241023,6,1,4,3,2
1132,1500000US060372129001,6,4,1,5,1
1133,1500000US060371249031,6,3,4,2,4
1134,1500000US060372133101,6,8,3,13,6
1135,1500000US060372145022,6,5,4,3,4
1136,1500000US060372348001,6,4,7,4,2
1137,1500000US060372091041,6,7,3,12,5
1138,1500000US060372125011,6,4,4,2,3
1139,1500000US060371314001,6,1,8,4,8
1140,1500000US060371044012,6,7,8,7,3
1141,1500000US060372267001,6,10,6,6,2
1142,1500000US060371992011,6,6,10,3,2
1143,1500000US060372149011,6,3,1,1,1
1144,1500000US060372011201,6,6,8,5,4
1145,1500000US060371956002,6,6,9,10,4
1146,1500000US060371190024,6,11,6,4,4
1147,1500000US060371917202,6,1,6,6,7
1148,1500000US060372944102,6,6,7,9,6
1149,1500000US060371131011,6,5,4,3,1
1150,1500000US060371231032,6,9,11,21,16
1151,1500000US060372678002,6,8,6,7,3
1152,1500000US060371064053,6,5,3,4,3
1153,1500000US060371957102,6,3,4,5,2
1154,1500000US060372697001,6,5,5,5,1
1155,1500000US060371372012,6,6,4,3,1
1156,1500000US060371393011,6,4,5,1,2
1157,1500000US060372702003,6,6,3,5,5
1158,1500000US060371439011,5,3,2,9,5
1159,1500000US060371066492,5,3,6,1,1
1160,1500000US060372379004,5,9,16,4,2
1161,1500000US060371394021,5,8,3,11,4
1162,1500000US060372132011,5,5,1,6,2
1163,1500000US060372627041,5,2,4,7,5
1164,1500000US060371114001,5,5,11,9,10
1165,1500000US060371044032,5,10,15,13,11
1166,1500000US060372085011,5,11,9,5,11
1167,1500000US060371342011,5,3,4,7,1
1168,1500000US060371898003,5,8,3,12,6
1169,1500000US060371896002,5,4,5,4,4
1170,1500000US060371312003,5,3,2,3,4
1171,1500000US060371012102,5,7,6,4,3
1172,1500000US060375329004,5,2,1,1,2
1173,1500000US060372112012,5,9,4,11,6
1174,1500000US060372281003,5,12,12,3,5
1175,1500000US060371230102,5,7,4,4,7
1176,1500000US060371414003,5,4,9,4,3
1177,1500000US060371242032,5,4,6,5,9
1178,1500000US060371881003,5,4,1,5,8
1179,1500000US060371352031,5,3,5,1,2
1180,1500000US060371242013,5,11,3,10,9
1181,1500000US060372380002,5,2,4,3,13
1182,1500000US060372765001,5,1,4,3,5
1183,1500000US060371975003,5,10,8,14,3
1184,1500000US060372623021,5,3,2,6,1
1185,1500000US060371314002,5,5,8,8,7
1186,1500000US060372718022,5,8,3,3,3
1187,1500000US060371281012,5,6,9,9,3
1188,1500000US060372731002,5,8,9,7,7
1189,1500000US060371994001,5,5,5,1,3
1190,1500000US060372037202,5,2,4,1,1
1191,1500000US060371340021,5,2,5,4,1
1192,1500000US060372655202,5,4,4,5,2
1193,1500000US060371012101,5,8,2,12,12
1194,1500000US060371190022,5,4,4,8,6
1195,1500000US060371347202,5,7,16,13,10
1196,1500000US060372199021,5,13,8,3,2
1197,1500000US060372351002,5,5,6,8,3
1198,1500000US060372182101,5,1,8,9,15
1199,1500000US060371909022,5,11,2,7,2
1200,1500000US060372043002,5,9,12,7,11
1201,1500000US060372226002,5,9,12,8,9
1202,1500000US060372085012,5,9,5,5,3
1203,1500000US060372965003,5,1,3,1,4
1204,1500000US060372738001,5,2,4,5,1
1205,1500000US060372944212,5,9,8,6,2
1206,1500000US060371926101,5,17,7,6,5
1207,1500000US060371203003,5,6,2,5,1
1208,1500000US060371838202,5,5,5,10,8
1209,1500000US060371221223,5,13,12,7,8
1210,1500000US060371993002,5,3,8,8,3
1211,1500000US060371113011,5,7,7,2,9
1212,1500000US060372655101,5,8,4,8,3
1213,1500000US060372374013,5,11,6,3,7
1214,1500000US060372060322,5,16,7,11,6
1215,1500000US060372110006,5,10,5,5,6
1216,1500000US060371254021,5,8,1,4,3
1217,1500000US060372111211,5,10,6,4,14
1218,1500000US060372171005,5,3,9,4,4
1219,1500000US060371242041,5,6,7,5,5
1220,1500000US060372719011,5,2,1,2,2
1221,1500000US060371916101,5,10,7,10,9
1222,1500000US060372945101,5,6,10,11,12
1223,1500000US060372113202,5,15,9,6,4
1224,1500000US060371438001,5,8,10,5,15
1225,1500000US060372717022,5,4,7,3,7
1226,1500000US060371320013,5,2,4,3,1
1227,1500000US060372772002,5,9,8,4,1
1228,1500000US060372087101,5,8,9,8,10
1229,1500000US060372031001,5,3,2,4,2
1230,1500000US060372324004,5,12,9,16,7
1231,1500000US060372381004,5,1,5,3,3
1232,1500000US060371133212,5,4,12,11,5
1233,1500000US060371242031,5,10,10,4,5
1234,1500000US060371396001,5,5,3,2,5
1235,1500000US060377029014,5,2,10,6,2
1236,1500000US060372247002,5,9,6,2,9
1237,1500000US060371192013,5,10,10,7,7
1238,1500000US060372340002,5,13,7,7,5
1239,1500000US060371320023,5,7,2,5,3
1240,1500000US060372163002,5,2,1,2,3
1241,1500000US060371243002,5,7,9,2,2
1242,1500000US060371918102,5,8,2,4,4
1243,1500000US060372282202,5,7,6,9,9
1244,1500000US060371392003,5,9,12,6,3
1245,1500000US060371312001,5,1,3,5,3
1246,1500000US060371325011,5,4,6,7,4
1247,1500000US060372172003,5,6,7,4,3
1248,1500000US060371064031,5,7,8,9,4
1249,1500000US060372352023,5,2,11,5,5
1250,1500000US060372243202,5,7,2,2,11
1251,1500000US060371221201,5,6,2,7,3
1252,1500000US060372962102,5,5,2,6,3
1253,1500000US060372323001,5,6,3,7,7
1254,1500000US060372124101,5,7,7,4,8
1255,1500000US060371810001,5,3,7,7,3
1256,1500000US060371835202,5,12,2,4,10
1257,1500000US060372717013,5,5,8,6,2
1258,1500000US060372342002,5,2,4,2,3
1259,1500000US060372128001,5,3,3,8,6
1260,1500000US060372736001,5,1,5,3,1
1261,1500000US060372220021,5,8,12,6,18
1262,1500000US060371233032,5,7,6,8,5
1263,1500000US060372698002,5,2,4,2,3
1264,1500000US060371274001,5,8,7,5,11
1265,1500000US060372932022,5,3,2,15,8
1266,1500000US060371152022,5,6,3,4,1
1267,1500000US060372199011,5,4,6,5,5
1268,1500000US060372288003,5,1,3,3,2
1269,1500000US060371284003,5,5,7,6,1
1270,1500000US060371873002,5,4,5,5,12
1271,1500000US060372284201,5,7,7,6,10
1272,1500000US060371032003,5,3,6,9,7
1273,1500000US060371112051,5,6,4,3,2
1274,1500000US060372039002,5,9,6,11,6
1275,1500000US060371815002,5,6,6,5,2
1276,1500000US060371994003,5,10,11,11,7
1277,1500000US060371111001,5,1,3,2,7
1278,1500000US060371286011,5,4,5,5,2
1279,1500000US060371991102,5,9,13,1,5
1280,1500000US060372182203,5,2,2,3,2
1281,1500000US060371131022,5,4,2,6,6
1282,1500000US060371898001,5,7,5,2,3
1283,1500000US060372200003,5,8,3,1,4
1284,1500000US060372411101,5,6,2,8,6
1285,1500000US060371048212,5,13,4,7,6
1286,1500000US060372220023,4,6,6,5,8
1287,1500000US060371242011,4,4,8,4,2
1288,1500000US060371132112,4,4,1,3,2
1289,1500000US060372348004,4,11,3,3,3
1290,1500000US060371973002,4,2,3,2,6
1291,1500000US060371256001,4,5,4,1,4
1292,1500000US060372044102,4,12,10,5,4
1293,1500000US060371897013,4,2,8,3,1
1294,1500000US060372657002,4,7,8,5,4
1295,1500000US060372041101,4,6,8,6,7
1296,1500000US060372671001,4,3,2,1,1
1297,1500000US060372151021,4,5,3,2,2
1298,1500000US060372413002,4,9,6,10,7
1299,1500000US060372770003,4,2,2,3,1
1300,1500000US060371096043,4,2,4,4,2
1301,1500000US060371212222,4,3,3,9,2
1302,1500000US060371048101,4,4,2,4,8
1303,1500000US060372975001,4,3,14,2,7
1304,1500000US060371351023,4,7,7,3,5
1305,1500000US060372942003,4,7,9,12,6
1306,1500000US060372674021,4,6,7,4,3
1307,1500000US060371390014,4,6,3,2,6
1308,1500000US060372118042,4,8,4,10,8
1309,1500000US060371233011,4,6,1,5,3
